ticker,date,open,high,low,close
DDS,1980-03-17,0.0,0.6,0.58,0.58
DDS,1980-03-18,0.58,0.58,0.58,0.58
DDS,1980-03-19,0.58,0.58,0.58,0.58
DDS,1980-03-20,0.0,0.6,0.59,0.6
DDS,1980-03-21,0.6,0.6,0.6,0.6
DDS,1980-03-24,0.6,0.6,0.6,0.6
DDS,1980-03-25,0.6,0.6,0.6,0.6
DDS,1980-03-26,0.0,0.58,0.58,0.58
DDS,1980-03-27,0.0,0.57,0.57,0.57
DDS,1980-03-28,0.0,0.57,0.57,0.57
DDS,1980-03-31,0.0,0.56,0.55,0.55
DDS,1980-04-01,0.0,0.55,0.53,0.53
DDS,1980-04-02,0.0,0.53,0.51,0.51
DDS,1980-04-03,0.0,0.52,0.51,0.52
DDS,1980-04-07,0.52,0.52,0.52,0.52
DDS,1980-04-08,0.0,0.52,0.52,0.52
DDS,1980-04-09,0.52,0.52,0.52,0.52
DDS,1980-04-10,0.0,0.51,0.51,0.51
DDS,1980-04-11,0.51,0.51,0.51,0.51
DDS,1980-04-14,0.0,0.51,0.5,0.5
DDS,1980-04-15,0.5,0.5,0.5,0.5
DDS,1980-04-16,0.0,0.51,0.5,0.51
DDS,1980-04-17,0.0,0.52,0.51,0.52
DDS,1980-04-18,0.52,0.52,0.52,0.52
DDS,1980-04-21,0.0,0.52,0.52,0.52
DDS,1980-04-22,0.52,0.52,0.52,0.52
DDS,1980-04-23,0.52,0.52,0.52,0.52
DDS,1980-04-24,0.52,0.52,0.52,0.52
DDS,1980-04-25,0.0,0.52,0.52,0.52
DDS,1980-04-28,0.0,0.53,0.52,0.52
DDS,1980-04-29,0.0,0.53,0.53,0.53
DDS,1980-04-30,0.53,0.53,0.53,0.53
DDS,1980-05-01,0.53,0.53,0.53,0.53
DDS,1980-05-02,0.53,0.53,0.53,0.53
DDS,1980-05-05,0.0,0.53,0.53,0.53
DDS,1980-05-06,0.53,0.53,0.53,0.53
DDS,1980-05-07,0.0,0.53,0.53,0.53
DDS,1980-05-08,0.0,0.53,0.53,0.53
DDS,1980-05-09,0.53,0.53,0.53,0.53
DDS,1980-05-12,0.0,0.55,0.54,0.55
DDS,1980-05-13,0.0,0.55,0.54,0.54
DDS,1980-05-14,0.54,0.54,0.54,0.54
DDS,1980-05-15,0.0,0.56,0.56,0.56
DDS,1980-05-16,0.0,0.59,0.57,0.59
DDS,1980-05-19,0.59,0.59,0.59,0.59
DDS,1980-05-20,0.0,0.59,0.59,0.59
DDS,1980-05-21,0.0,0.61,0.58,0.61
DDS,1980-05-22,0.0,0.62,0.62,0.62
DDS,1980-05-23,0.62,0.62,0.62,0.62
DDS,1980-05-27,0.0,0.63,0.62,0.63
DDS,1980-05-28,0.0,0.62,0.62,0.62
DDS,1980-05-29,0.62,0.62,0.62,0.62
DDS,1980-05-30,0.62,0.62,0.62,0.62
DDS,1980-06-02,0.62,0.62,0.62,0.62
DDS,1980-06-03,0.62,0.62,0.62,0.62
DDS,1980-06-04,0.0,0.61,0.61,0.61
DDS,1980-06-05,0.0,0.62,0.62,0.62
DDS,1980-06-06,0.62,0.62,0.62,0.62
DDS,1980-06-09,0.0,0.62,0.62,0.62
DDS,1980-06-10,0.0,0.62,0.61,0.62
DDS,1980-06-11,0.62,0.62,0.62,0.62
DDS,1980-06-12,0.0,0.61,0.61,0.61
DDS,1980-06-13,0.0,0.62,0.62,0.62
DDS,1980-06-16,0.62,0.62,0.62,0.62
DDS,1980-06-17,0.62,0.62,0.62,0.62
DDS,1980-06-18,0.62,0.62,0.62,0.62
DDS,1980-06-19,0.0,0.62,0.62,0.62
DDS,1980-06-20,0.62,0.62,0.62,0.62
DDS,1980-06-23,0.0,0.63,0.63,0.63
DDS,1980-06-24,0.0,0.62,0.62,0.62
DDS,1980-06-25,0.0,0.62,0.62,0.62
DDS,1980-06-26,0.0,0.62,0.62,0.62
DDS,1980-06-27,0.62,0.62,0.62,0.62
DDS,1980-06-30,0.62,0.62,0.62,0.62
DDS,1980-07-01,0.0,0.62,0.62,0.62
DDS,1980-07-02,0.0,0.62,0.61,0.61
DDS,1980-07-03,0.0,0.61,0.61,0.61
DDS,1980-07-07,0.61,0.61,0.61,0.61
DDS,1980-07-08,0.61,0.61,0.61,0.61
DDS,1980-07-09,0.0,0.61,0.61,0.61
DDS,1980-07-10,0.61,0.61,0.61,0.61
DDS,1980-07-11,0.0,0.62,0.62,0.62
DDS,1980-07-14,0.0,0.62,0.61,0.62
DDS,1980-07-15,0.0,0.61,0.61,0.61
DDS,1980-07-16,0.0,0.61,0.61,0.61
DDS,1980-07-17,0.0,0.61,0.61,0.61
DDS,1980-07-18,0.61,0.61,0.61,0.61
DDS,1980-07-21,0.61,0.61,0.61,0.61
DDS,1980-07-22,0.0,0.61,0.61,0.61
DDS,1980-07-23,0.61,0.61,0.61,0.61
DDS,1980-07-24,0.0,0.61,0.61,0.61
DDS,1980-07-25,0.61,0.61,0.61,0.61
DDS,1980-07-28,0.61,0.61,0.61,0.61
DDS,1980-07-29,0.0,0.62,0.62,0.62
DDS,1980-07-30,0.0,0.64,0.62,0.64
DDS,1980-07-31,0.64,0.64,0.64,0.64
DDS,1980-08-01,0.64,0.64,0.64,0.64
DDS,1980-08-04,0.64,0.64,0.64,0.64
DDS,1980-08-05,0.0,0.62,0.62,0.62
DDS,1980-08-06,0.0,0.62,0.62,0.62
DDS,1980-08-07,0.0,0.62,0.62,0.62
DDS,1980-08-08,0.0,0.62,0.62,0.62
DDS,1980-08-11,0.62,0.62,0.62,0.62
DDS,1980-08-12,0.0,0.62,0.62,0.62
DDS,1980-08-13,0.62,0.62,0.62,0.62
DDS,1980-08-14,0.0,0.62,0.62,0.62
DDS,1980-08-15,0.0,0.62,0.62,0.62
DDS,1980-08-18,0.0,0.62,0.62,0.62
DDS,1980-08-19,0.0,0.62,0.61,0.61
DDS,1980-08-20,0.61,0.61,0.61,0.61
DDS,1980-08-21,0.61,0.61,0.61,0.61
DDS,1980-08-22,0.61,0.61,0.61,0.61
DDS,1980-08-25,0.61,0.61,0.61,0.61
DDS,1980-08-26,0.0,0.62,0.61,0.62
DDS,1980-08-27,0.62,0.62,0.62,0.62
DDS,1980-08-28,0.0,0.61,0.6,0.6
DDS,1980-08-29,0.0,0.6,0.6,0.6
DDS,1980-09-02,0.0,0.6,0.6,0.6
DDS,1980-09-03,0.0,0.6,0.6,0.6
DDS,1980-09-04,0.0,0.6,0.6,0.6
DDS,1980-09-05,0.6,0.6,0.6,0.6
DDS,1980-09-08,0.6,0.6,0.6,0.6
DDS,1980-09-09,0.0,0.62,0.6,0.62
DDS,1980-09-10,0.62,0.62,0.62,0.62
DDS,1980-09-11,0.62,0.62,0.62,0.62
DDS,1980-09-12,0.0,0.62,0.62,0.62
DDS,1980-09-15,0.62,0.62,0.62,0.62
DDS,1980-09-16,0.0,0.64,0.62,0.64
DDS,1980-09-17,0.0,0.62,0.62,0.62
DDS,1980-09-18,0.0,0.65,0.64,0.65
DDS,1980-09-19,0.0,0.65,0.65,0.65
DDS,1980-09-22,0.0,0.66,0.66,0.66
DDS,1980-09-23,0.0,0.67,0.67,0.67
DDS,1980-09-24,0.0,0.67,0.67,0.67
DDS,1980-09-25,0.0,0.67,0.67,0.67
DDS,1980-09-26,0.0,0.67,0.67,0.67
DDS,1980-09-29,0.67,0.67,0.67,0.67
DDS,1980-09-30,0.67,0.67,0.67,0.67
DDS,1980-10-01,0.0,0.67,0.67,0.67
DDS,1980-10-02,0.67,0.67,0.67,0.67
DDS,1980-10-03,0.0,0.67,0.66,0.66
DDS,1980-10-06,0.0,0.66,0.65,0.66
DDS,1980-10-07,0.66,0.66,0.66,0.66
DDS,1980-10-08,0.66,0.66,0.66,0.66
DDS,1980-10-09,0.66,0.66,0.66,0.66
DDS,1980-10-10,0.66,0.66,0.66,0.66
DDS,1980-10-13,0.66,0.66,0.66,0.66
DDS,1980-10-14,0.0,0.65,0.65,0.65
DDS,1980-10-15,0.0,0.65,0.63,0.63
DDS,1980-10-16,0.0,0.61,0.61,0.61
DDS,1980-10-17,0.0,0.61,0.61,0.61
DDS,1980-10-20,0.0,0.62,0.62,0.62
DDS,1980-10-21,0.0,0.62,0.62,0.62
DDS,1980-10-22,0.62,0.62,0.62,0.62
